COUNTRY_REGION,ISO3166_1,ISO3166_2,NOTE,STATE,HOSPITALS,ICU_BEDS,COUNTY,FIPS
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Decatur,19053
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Delaware,19055
United States,US,IA,Hospitals with ICU beds,Iowa,1,12,Des Moines,19057
United States,US,IA,Hospitals with ICU beds,Iowa,1,3,Dickinson,19059
United States,US,IA,Hospitals with ICU beds,Iowa,3,18,Dubuque,19061
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Emmet,19063
United States,US,IA,Hospitals without ICU beds,Iowa,2,0,Fayette,19065
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Floyd,19067
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Franklin,19069
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Fremont,19071
United States,US,IA,Hospitals with ICU beds,Iowa,1,4,Greene,19073
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Grundy,19075
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Guthrie,19077
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Hamilton,19079
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Hancock,19081
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Hardin,19083
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Harrison,19085
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Henry,19087
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Howard,19089
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Humboldt,19091
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Ida,19093
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Iowa,19095
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Jackson,19097
United States,US,IA,Hospitals with ICU beds,Iowa,1,4,Jasper,19099
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Jefferson,19101
United States,US,IA,Hospitals with ICU beds,Iowa,2,95,Johnson,19103
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Jones,19105
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Keokuk,19107
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Kossuth,19109
United States,US,IA,Hospitals with ICU beds,Iowa,2,10,Lee,19111
United States,US,IA,Hospitals with ICU beds,Iowa,2,44,Linn,19113
United States,US,IA,No hospitals,Iowa,0,0,Louisa,19115
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Lucas,19117
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Lyon,19119
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Madison,19121
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Mahaska,19123
United States,US,IA,Hospitals with ICU beds,Iowa,2,3,Marion,19125
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Marshall,19127
United States,US,IA,No hospitals,Iowa,0,0,Mills,19129
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Mitchell,19131
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Monona,19133
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Monroe,19135
United States,US,IA,Hospitals with ICU beds,Iowa,1,8,Montgomery,19137
United States,US,IA,Hospitals with ICU beds,Iowa,1,5,Muscatine,19139
United States,US,IA,Hospitals without ICU beds,Iowa,2,0,O'Brien,19141
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Osceola,19143
United States,US,IA,Hospitals with ICU beds,Iowa,2,2,Page,19145
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Palo Alto,19147
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Plymouth,19149
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Pocahontas,19151
United States,US,IA,Hospitals with ICU beds,Iowa,4,112,Polk,19153
United States,US,IA,Hospitals with ICU beds,Iowa,2,29,Pottawattamie,19155
United States,US,IA,Hospitals with ICU beds,Iowa,1,5,Poweshiek,19157
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Ringgold,19159
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Sac,19161
United States,US,IA,Hospitals with ICU beds,Iowa,2,46,Scott,19163
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Shelby,19165
United States,US,IA,Hospitals without ICU beds,Iowa,4,0,Sioux,19167
United States,US,IA,Hospitals with ICU beds,Iowa,2,14,Story,19169
United States,US,IA,No hospitals,Iowa,0,0,Tama,19171
United States,US,IA,No hospitals,Iowa,0,0,Taylor,19173
United States,US,IA,Hospitals with ICU beds,Iowa,1,4,Union,19175
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Van Buren,19177
United States,US,IA,Hospitals with ICU beds,Iowa,1,11,Wapello,19179
United States,US,IA,No hospitals,Iowa,0,0,Warren,19181
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Washington,19183
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Wayne,19185
United States,US,IA,Hospitals with ICU beds,Iowa,1,8,Webster,19187
United States,US,IA,No hospitals,Iowa,0,0,Winnebago,19189
United States,US,IA,Hospitals without ICU beds,Iowa,1,0,Winneshiek,19191
United States,US,IA,Hospitals with ICU beds,Iowa,2,33,Woodbury,19193
United States,US,IA,No hospitals,Iowa,0,0,Worth,19195
United States,US,IA,Hospitals without ICU beds,Iowa,2,0,Wright,19197
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Allen,20001
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Anderson,20003
United States,US,KS,Hospitals with ICU beds,Kansas,1,4,Atchison,20005
United States,US,KS,Hospitals without ICU beds,Kansas,2,0,Barber,20007
United States,US,KS,Hospitals with ICU beds,Kansas,3,4,Barton,20009
United States,US,KS,No hospitals,Kansas,0,0,Bourbon,20011
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Brown,20013
United States,US,KS,Hospitals with ICU beds,Kansas,2,16,Butler,20015
United States,US,KS,No hospitals,Kansas,0,0,Chase,20017
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Chautauqua,20019
United States,US,KS,Hospitals without ICU beds,Kansas,2,0,Cherokee,20021
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Cheyenne,20023
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Clark,20025
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Clay,20027
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Cloud,20029
United States,US,KS,No hospitals,Kansas,0,0,Coffey,20031
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Comanche,20033
United States,US,KS,Hospitals with ICU beds,Kansas,2,4,Cowley,20035
United States,US,KS,Hospitals with ICU beds,Kansas,2,12,Crawford,20037
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Decatur,20039
United States,US,KS,Hospitals without ICU beds,Kansas,2,0,Dickinson,20041
United States,US,KS,No hospitals,Kansas,0,0,Doniphan,20043
United States,US,KS,Hospitals with ICU beds,Kansas,1,10,Douglas,20045
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Edwards,20047
United States,US,KS,No hospitals,Kansas,0,0,Elk,20049
United States,US,KS,Hospitals with ICU beds,Kansas,1,34,Ellis,20051
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Ellsworth,20053
United States,US,KS,Hospitals with ICU beds,Kansas,1,8,Finney,20055
United States,US,KS,Hospitals with ICU beds,Kansas,2,10,Ford,20057
United States,US,KS,Hospitals with ICU beds,Kansas,1,5,Franklin,20059
United States,US,KS,Hospitals with ICU beds,Kansas,1,6,Geary,20061
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Gove,20063
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Graham,20065
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Grant,20067
United States,US,KS,No hospitals,Kansas,0,0,Gray,20069
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Greeley,20071
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Greenwood,20073
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Hamilton,20075
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Harper,20077
United States,US,KS,Hospitals with ICU beds,Kansas,1,6,Harvey,20079
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Haskell,20081
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Hodgeman,20083
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Jackson,20085
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Jefferson,20087
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Jewell,20089
United States,US,KS,Hospitals with ICU beds,Kansas,9,110,Johnson,20091
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Kearny,20093
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Kingman,20095
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Kiowa,20097
United States,US,KS,Hospitals with ICU beds,Kansas,2,5,Labette,20099
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Lane,20101
United States,US,KS,Hospitals with ICU beds,Kansas,2,10,Leavenworth,20103
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Lincoln,20105
United States,US,KS,No hospitals,Kansas,0,0,Linn,20107
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Logan,20109
United States,US,KS,Hospitals with ICU beds,Kansas,1,6,Lyon,20111
United States,US,KS,Hospitals with ICU beds,Kansas,3,7,McPherson,20113
United States,US,KS,Hospitals without ICU beds,Kansas,2,0,Marion,20115
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Marshall,20117
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Meade,20119
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Miami,20121
United States,US,KS,Hospitals with ICU beds,Kansas,1,4,Mitchell,20123
United States,US,KS,Hospitals with ICU beds,Kansas,1,7,Montgomery,20125
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Morris,20127
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Morton,20129
United States,US,KS,Hospitals without ICU beds,Kansas,2,0,Nemaha,20131
United States,US,KS,Hospitals with ICU beds,Kansas,1,5,Neosho,20133
United States,US,KS,Hospitals without ICU beds,Kansas,2,0,Ness,20135
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Norton,20137
United States,US,KS,No hospitals,Kansas,0,0,Osage,20139
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Osborne,20141
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Ottawa,20143
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Pawnee,20145
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Phillips,20147
United States,US,KS,Hospitals without ICU beds,Kansas,2,0,Pottawatomie,20149
United States,US,KS,Hospitals with ICU beds,Kansas,1,6,Pratt,20151
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Rawlins,20153
United States,US,KS,Hospitals with ICU beds,Kansas,2,20,Reno,20155
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Republic,20157
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Rice,20159
United States,US,KS,Hospitals with ICU beds,Kansas,2,8,Riley,20161
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Rooks,20163
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Rush,20165
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Russell,20167
United States,US,KS,Hospitals with ICU beds,Kansas,2,18,Saline,20169
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Scott,20171
United States,US,KS,Hospitals with ICU beds,Kansas,6,236,Sedgwick,20173
United States,US,KS,Hospitals with ICU beds,Kansas,1,8,Seward,20175
United States,US,KS,Hospitals with ICU beds,Kansas,2,52,Shawnee,20177
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Sheridan,20179
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Sherman,20181
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Smith,20183
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Stafford,20185
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Stanton,20187
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Stevens,20189
United States,US,KS,Hospitals without ICU beds,Kansas,2,0,Sumner,20191
United States,US,KS,Hospitals with ICU beds,Kansas,1,1,Thomas,20193
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Trego,20195
United States,US,KS,No hospitals,Kansas,0,0,Wabaunsee,20197
United States,US,KS,No hospitals,Kansas,0,0,Wallace,20199
United States,US,KS,Hospitals without ICU beds,Kansas,2,0,Washington,20201
United States,US,KS,Hospitals without ICU beds,Kansas,1,0,Wichita,20203
United States,US,KS,Hospitals without ICU beds,Kansas,2,0,Wilson,20205
United States,US,KS,No hospitals,Kansas,0,0,Woodson,20207
United States,US,KS,Hospitals with ICU beds,Kansas,2,145,Wyandotte,20209
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Adair,21001
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Allen,21003
United States,US,KY,No hospitals,Kentucky,0,0,Anderson,21005
United States,US,KY,No hospitals,Kentucky,0,0,Ballard,21007
United States,US,KY,Hospitals with ICU beds,Kentucky,1,10,Barren,21009
United States,US,KY,No hospitals,Kentucky,0,0,Bath,21011
United States,US,KY,Hospitals with ICU beds,Kentucky,2,7,Bell,21013
United States,US,KY,Hospitals with ICU beds,Kentucky,1,18,Boone,21015
United States,US,KY,Hospitals with ICU beds,Kentucky,1,4,Bourbon,21017
United States,US,KY,Hospitals with ICU beds,Kentucky,2,50,Boyd,21019
United States,US,KY,Hospitals with ICU beds,Kentucky,1,22,Boyle,21021
United States,US,KY,No hospitals,Kentucky,0,0,Bracken,21023
United States,US,KY,Hospitals with ICU beds,Kentucky,1,4,Breathitt,21025
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Breckinridge,21027
United States,US,KY,No hospitals,Kentucky,0,0,Bullitt,21029
United States,US,KY,No hospitals,Kentucky,0,0,Butler,21031
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Caldwell,21033
United States,US,KY,Hospitals with ICU beds,Kentucky,1,10,Calloway,21035
United States,US,KY,Hospitals with ICU beds,Kentucky,1,21,Campbell,21037
United States,US,KY,No hospitals,Kentucky,0,0,Carlisle,21039
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Carroll,21041
United States,US,KY,No hospitals,Kentucky,0,0,Carter,21043
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Casey,21045
United States,US,KY,Hospitals with ICU beds,Kentucky,1,18,Christian,21047
United States,US,KY,Hospitals with ICU beds,Kentucky,1,8,Clark,21049
United States,US,KY,Hospitals with ICU beds,Kentucky,1,6,Clay,21051
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Clinton,21053
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Crittenden,21055
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Cumberland,21057
United States,US,KY,Hospitals with ICU beds,Kentucky,1,32,Daviess,21059
United States,US,KY,No hospitals,Kentucky,0,0,Edmonson,21061
United States,US,KY,No hospitals,Kentucky,0,0,Elliott,21063
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Estill,21065
United States,US,KY,Hospitals with ICU beds,Kentucky,4,260,Fayette,21067
United States,US,KY,Hospitals with ICU beds,Kentucky,1,3,Fleming,21069
United States,US,KY,Hospitals with ICU beds,Kentucky,3,16,Floyd,21071
United States,US,KY,Hospitals with ICU beds,Kentucky,1,10,Franklin,21073
United States,US,KY,No hospitals,Kentucky,0,0,Fulton,21075
United States,US,KY,No hospitals,Kentucky,0,0,Gallatin,21077
United States,US,KY,No hospitals,Kentucky,0,0,Garrard,21079
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Grant,21081
United States,US,KY,Hospitals with ICU beds,Kentucky,1,8,Graves,21083
United States,US,KY,Hospitals with ICU beds,Kentucky,1,6,Grayson,21085
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Green,21087
United States,US,KY,No hospitals,Kentucky,0,0,Greenup,21089
United States,US,KY,No hospitals,Kentucky,0,0,Hancock,21091
United States,US,KY,Hospitals with ICU beds,Kentucky,1,20,Hardin,21093
United States,US,KY,Hospitals with ICU beds,Kentucky,1,7,Harlan,21095
United States,US,KY,Hospitals with ICU beds,Kentucky,1,6,Harrison,21097
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Hart,21099
United States,US,KY,Hospitals with ICU beds,Kentucky,1,12,Henderson,21101
United States,US,KY,No hospitals,Kentucky,0,0,Henry,21103
United States,US,KY,No hospitals,Kentucky,0,0,Hickman,21105
United States,US,KY,Hospitals with ICU beds,Kentucky,1,19,Hopkins,21107
United States,US,KY,No hospitals,Kentucky,0,0,Jackson,21109
United States,US,KY,Hospitals with ICU beds,Kentucky,4,366,Jefferson,21111
United States,US,KY,No hospitals,Kentucky,0,0,Jessamine,21113
United States,US,KY,Hospitals with ICU beds,Kentucky,1,6,Johnson,21115
United States,US,KY,Hospitals with ICU beds,Kentucky,1,54,Kenton,21117
United States,US,KY,No hospitals,Kentucky,0,0,Knott,21119
United States,US,KY,Hospitals with ICU beds,Kentucky,1,4,Knox,21121
United States,US,KY,No hospitals,Kentucky,0,0,Larue,21123
United States,US,KY,Hospitals with ICU beds,Kentucky,1,14,Laurel,21125
United States,US,KY,Hospitals with ICU beds,Kentucky,1,6,Lawrence,21127
United States,US,KY,No hospitals,Kentucky,0,0,Lee,21129
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Leslie,21131
United States,US,KY,Hospitals with ICU beds,Kentucky,1,6,Letcher,21133
United States,US,KY,No hospitals,Kentucky,0,0,Lewis,21135
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Lincoln,21137
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Livingston,21139
United States,US,KY,Hospitals with ICU beds,Kentucky,1,6,Logan,21141
United States,US,KY,No hospitals,Kentucky,0,0,Lyon,21143
United States,US,KY,Hospitals with ICU beds,Kentucky,2,58,McCracken,21145
United States,US,KY,No hospitals,Kentucky,0,0,McCreary,21147
United States,US,KY,No hospitals,Kentucky,0,0,McLean,21149
United States,US,KY,Hospitals with ICU beds,Kentucky,2,12,Madison,21151
United States,US,KY,No hospitals,Kentucky,0,0,Magoffin,21153
United States,US,KY,Hospitals with ICU beds,Kentucky,1,6,Marion,21155
United States,US,KY,Hospitals with ICU beds,Kentucky,1,4,Marshall,21157
United States,US,KY,No hospitals,Kentucky,0,0,Martin,21159
United States,US,KY,Hospitals with ICU beds,Kentucky,1,5,Mason,21161
United States,US,KY,No hospitals,Kentucky,0,0,Meade,21163
United States,US,KY,No hospitals,Kentucky,0,0,Menifee,21165
United States,US,KY,Hospitals with ICU beds,Kentucky,1,4,Mercer,21167
United States,US,KY,No hospitals,Kentucky,0,0,Metcalfe,21169
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Monroe,21171
United States,US,KY,Hospitals with ICU beds,Kentucky,1,4,Montgomery,21173
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Morgan,21175
United States,US,KY,Hospitals with ICU beds,Kentucky,1,6,Muhlenberg,21177
United States,US,KY,Hospitals with ICU beds,Kentucky,1,4,Nelson,21179
United States,US,KY,No hospitals,Kentucky,0,0,Nicholas,21181
United States,US,KY,Hospitals with ICU beds,Kentucky,1,4,Ohio,21183
United States,US,KY,Hospitals with ICU beds,Kentucky,1,8,Oldham,21185
United States,US,KY,No hospitals,Kentucky,0,0,Owen,21187
United States,US,KY,No hospitals,Kentucky,0,0,Owsley,21189
United States,US,KY,No hospitals,Kentucky,0,0,Pendleton,21191
United States,US,KY,Hospitals with ICU beds,Kentucky,1,32,Perry,21193
United States,US,KY,Hospitals with ICU beds,Kentucky,2,76,Pike,21195
United States,US,KY,No hospitals,Kentucky,0,0,Powell,21197
United States,US,KY,Hospitals with ICU beds,Kentucky,1,38,Pulaski,21199
United States,US,KY,No hospitals,Kentucky,0,0,Robertson,21201
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Rockcastle,21203
United States,US,KY,Hospitals with ICU beds,Kentucky,1,10,Rowan,21205
United States,US,KY,Hospitals with ICU beds,Kentucky,1,2,Russell,21207
United States,US,KY,Hospitals with ICU beds,Kentucky,1,6,Scott,21209
United States,US,KY,Hospitals with ICU beds,Kentucky,1,4,Shelby,21211
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Simpson,21213
United States,US,KY,No hospitals,Kentucky,0,0,Spencer,21215
United States,US,KY,Hospitals with ICU beds,Kentucky,1,8,Taylor,21217
United States,US,KY,No hospitals,Kentucky,0,0,Todd,21219
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Trigg,21221
United States,US,KY,No hospitals,Kentucky,0,0,Trimble,21223
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Union,21225
United States,US,KY,Hospitals with ICU beds,Kentucky,2,52,Warren,21227
United States,US,KY,No hospitals,Kentucky,0,0,Washington,21229
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Wayne,21231
United States,US,KY,No hospitals,Kentucky,0,0,Webster,21233
United States,US,KY,Hospitals with ICU beds,Kentucky,1,10,Whitley,21235
United States,US,KY,No hospitals,Kentucky,0,0,Wolfe,21237
United States,US,KY,Hospitals without ICU beds,Kentucky,1,0,Woodford,21239
United States,US,LA,Hospitals with ICU beds,Louisiana,2,4,Acadia,22001
United States,US,LA,Hospitals with ICU beds,Louisiana,2,3,Allen,22003
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,Ascension,22005
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,Assumption,22007
United States,US,LA,Hospitals with ICU beds,Louisiana,2,2,Avoyelles,22009
United States,US,LA,Hospitals with ICU beds,Louisiana,1,6,Beauregard,22011
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,Bienville,22013
United States,US,LA,No hospitals,Louisiana,0,0,Bossier,22015
United States,US,LA,Hospitals with ICU beds,Louisiana,5,107,Caddo,22017
United States,US,LA,Hospitals with ICU beds,Louisiana,5,75,Calcasieu,22019
United States,US,LA,Hospitals without ICU beds,Louisiana,2,0,Caldwell,22021
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,Cameron,22023
United States,US,LA,No hospitals,Louisiana,0,0,Catahoula,22025
United States,US,LA,Hospitals with ICU beds,Louisiana,1,4,Claiborne,22027
United States,US,LA,Hospitals with ICU beds,Louisiana,1,5,Concordia,22029
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,De Soto,22031
United States,US,LA,Hospitals with ICU beds,Louisiana,7,124,East Baton Rouge,22033
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,East Carroll,22035
United States,US,LA,No hospitals,Louisiana,0,0,East Feliciana,22037
United States,US,LA,Hospitals with ICU beds,Louisiana,2,24,Evangeline,22039
United States,US,LA,Hospitals with ICU beds,Louisiana,1,6,Franklin,22041
United States,US,LA,No hospitals,Louisiana,0,0,Grant,22043
United States,US,LA,Hospitals with ICU beds,Louisiana,1,11,Iberia,22045
United States,US,LA,No hospitals,Louisiana,0,0,Iberville,22047
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,Jackson,22049
United States,US,LA,Hospitals with ICU beds,Louisiana,5,215,Jefferson,22051
United States,US,LA,Hospitals with ICU beds,Louisiana,1,5,Jefferson Davis,22053
United States,US,LA,Hospitals with ICU beds,Louisiana,7,80,Lafayette,22055
United States,US,LA,Hospitals with ICU beds,Louisiana,3,21,Lafourche,22057
United States,US,LA,Hospitals without ICU beds,Louisiana,2,0,LaSalle,22059
United States,US,LA,Hospitals with ICU beds,Louisiana,1,17,Lincoln,22061
United States,US,LA,No hospitals,Louisiana,0,0,Livingston,22063
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,Madison,22065
United States,US,LA,Hospitals with ICU beds,Louisiana,1,12,Morehouse,22067
United States,US,LA,Hospitals with ICU beds,Louisiana,1,8,Natchitoches,22069
United States,US,LA,Hospitals with ICU beds,Louisiana,5,111,Orleans,22071
United States,US,LA,Hospitals with ICU beds,Louisiana,4,88,Ouachita,22073
United States,US,LA,No hospitals,Louisiana,0,0,Plaquemines,22075
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,Pointe Coupee,22077
United States,US,LA,Hospitals with ICU beds,Louisiana,3,26,Rapides,22079
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,Red River,22081
United States,US,LA,Hospitals with ICU beds,Louisiana,2,2,Richland,22083
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,Sabine,22085
United States,US,LA,Hospitals with ICU beds,Louisiana,1,8,St. Bernard,22087
United States,US,LA,Hospitals with ICU beds,Louisiana,1,8,St. Charles,22089
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,St. Helena,22091
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,St. James,22093
United States,US,LA,No hospitals,Louisiana,0,0,St. John the Baptist,22095
United States,US,LA,Hospitals with ICU beds,Louisiana,1,16,St. Landry,22097
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,St. Martin,22099
United States,US,LA,Hospitals with ICU beds,Louisiana,2,15,St. Mary,22101
United States,US,LA,Hospitals with ICU beds,Louisiana,6,149,St. Tammany,22103
United States,US,LA,Hospitals with ICU beds,Louisiana,4,64,Tangipahoa,22105
United States,US,LA,No hospitals,Louisiana,0,0,Tensas,22107
United States,US,LA,Hospitals with ICU beds,Louisiana,3,26,Terrebonne,22109
United States,US,LA,Hospitals without ICU beds,Louisiana,2,0,Union,22111
United States,US,LA,Hospitals with ICU beds,Louisiana,2,6,Vermilion,22113
United States,US,LA,Hospitals with ICU beds,Louisiana,1,7,Vernon,22115
United States,US,LA,Hospitals with ICU beds,Louisiana,2,13,Washington,22117
United States,US,LA,Hospitals with ICU beds,Louisiana,2,16,Webster,22119
United States,US,LA,No hospitals,Louisiana,0,0,West Baton Rouge,22121
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,West Carroll,22123
United States,US,LA,Hospitals without ICU beds,Louisiana,1,0,West Feliciana,22125
United States,US,LA,Hospitals with ICU beds,Louisiana,1,5,Winn,22127
United States,US,ME,Hospitals with ICU beds,Maine,2,54,Androscoggin,23001
United States,US,ME,Hospitals with ICU beds,Maine,4,12,Aroostook,23003
United States,US,ME,Hospitals with ICU beds,Maine,4,72,Cumberland,23005
United States,US,ME,Hospitals with ICU beds,Maine,1,5,Franklin,23007
United States,US,ME,Hospitals with ICU beds,Maine,3,6,Hancock,23009
United States,US,ME,Hospitals with ICU beds,Maine,2,16,Kennebec,23011
United States,US,ME,Hospitals with ICU beds,Maine,1,8,Knox,23013
United States,US,ME,Hospitals with ICU beds,Maine,1,4,Lincoln,23015
United States,US,ME,Hospitals with ICU beds,Maine,2,6,Oxford,23017
United States,US,ME,Hospitals with ICU beds,Maine,4,51,Penobscot,23019
United States,US,ME,Hospitals without ICU beds,Maine,2,0,Piscataquis,23021
United States,US,ME,No hospitals,Maine,0,0,Sagadahoc,23023
United States,US,ME,Hospitals with ICU beds,Maine,2,4,Somerset,23025
United States,US,ME,Hospitals with ICU beds,Maine,1,4,Waldo,23027
United States,US,ME,Hospitals without ICU beds,Maine,2,0,Washington,23029
United States,US,ME,Hospitals with ICU beds,Maine,2,14,York,23031
United States,US,MD,Hospitals with ICU beds,Maryland,1,15,Allegany,24001
United States,US,MD,Hospitals with ICU beds,Maryland,2,53,Anne Arundel,24003
United States,US,MD,Hospitals with ICU beds,Maryland,5,123,Baltimore,24005
United States,US,MD,Hospitals with ICU beds,Maryland,1,4,Calvert,24009
